"year","period","periodName","value","seriesID","item_name","date"
"2019","M03","March",139.382,"SUUR0000SAT","Transportation","2019-03"
"2019","M02","February",136.463,"SUUR0000SAT","Transportation","2019-02"
"2019","M01","January",135.234,"SUUR0000SAT","Transportation","2019-01"
"2021","M10","October",167.616,"SUUR0000SAT1","Private transportation","2021-10"
"2021","M09","September",164.395,"SUUR0000SAT1","Private transportation","2021-09"
"2021","M08","August",165.132,"SUUR0000SAT1","Private transportation","2021-08"
"2021","M07","July",165.072,"SUUR0000SAT1","Private transportation","2021-07"
"2021","M06","June",163.239,"SUUR0000SAT1","Private transportation","2021-06"
"2021","M05","May",157.931,"SUUR0000SAT1","Private transportation","2021-05"
"2021","M04","April",153.638,"SUUR0000SAT1","Private transportation","2021-04"
"2021","M03","March",149.601,"SUUR0000SAT1","Private transportation","2021-03"
"2021","M02","February",144.704,"SUUR0000SAT1","Private transportation","2021-02"
"2021","M01","January",142.055,"SUUR0000SAT1","Private transportation","2021-01"
"2020","M12","December",140.162,"SUUR0000SAT1","Private transportation","2020-12"
"2020","M11","November",139.149,"SUUR0000SAT1","Private transportation","2020-11"
"2020","M10","October",139.159,"SUUR0000SAT1","Private transportation","2020-10"
"2020","M09","September",139.437,"SUUR0000SAT1","Private transportation","2020-09"
"2020","M08","August",139.725,"SUUR0000SAT1","Private transportation","2020-08"
"2020","M07","July",138.109,"SUUR0000SAT1","Private transportation","2020-07"
"2020","M06","June",133.766,"SUUR0000SAT1","Private transportation","2020-06"
"2020","M05","May",131.07,"SUUR0000SAT1","Private transportation","2020-05"
"2020","M04","April",133.599,"SUUR0000SAT1","Private transportation","2020-04"
"2020","M03","March",140.505,"SUUR0000SAT1","Private transportation","2020-03"
"2020","M02","February",142.165,"SUUR0000SAT1","Private transportation","2020-02"
"2020","M01","January",142.716,"SUUR0000SAT1","Private transportation","2020-01"
"2019","M12","December",142.94,"SUUR0000SAT1","Private transportation","2019-12"
"2019","M11","November",143.246,"SUUR0000SAT1","Private transportation","2019-11"
"2019","M10","October",143.717,"SUUR0000SAT1","Private transportation","2019-10"
"2019","M09","September",143.174,"SUUR0000SAT1","Private transportation","2019-09"
"2019","M08","August",144.783,"SUUR0000SAT1","Private transportation","2019-08"
"2019","M07","July",146.058,"SUUR0000SAT1","Private transportation","2019-07"
"2019","M06","June",145.413,"SUUR0000SAT1","Private transportation","2019-06"
"2019","M05","May",146.522,"SUUR0000SAT1","Private transportation","2019-05"
"2019","M04","April",146.323,"SUUR0000SAT1","Private transportation","2019-04"
"2019","M03","March",143.287,"SUUR0000SAT1","Private transportation","2019-03"
"2019","M02","February",140.094,"SUUR0000SAT1","Private transportation","2019-02"
"2019","M01","January",139.044,"SUUR0000SAT1","Private transportation","2019-01"
"2021","M10","October",188.377,"SUUR0000SEFV","Food away from home","2021-10"
"2021","M09","September",186.845,"SUUR0000SEFV","Food away from home","2021-09"
"2021","M08","August",185.944,"SUUR0000SEFV","Food away from home","2021-08"
"2021","M07","July",185.424,"SUUR0000SEFV","Food away from home","2021-07"
"2021","M06","June",183.979,"SUUR0000SEFV","Food away from home","2021-06"
"2021","M05","May",182.683,"SUUR0000SEFV","Food away from home","2021-05"
"2021","M04","April",181.655,"SUUR0000SEFV","Food away from home","2021-04"
"2021","M03","March",181.123,"SUUR0000SEFV","Food away from home","2021-03"
"2021","M02","February",181.184,"SUUR0000SEFV","Food away from home","2021-02"
"2021","M01","January",181.368,"SUUR0000SEFV","Food away from home","2021-01"
"2020","M12","December",180.822,"SUUR0000SEFV","Food away from home","2020-12"
"2020","M11","November",180.048,"SUUR0000SEFV","Food away from home","2020-11"
"2020","M10","October",179.634,"SUUR0000SEFV","Food away from home","2020-10"
"2020","M09","September",179.182,"SUUR0000SEFV","Food away from home","2020-09"
"2020","M08","August",178.102,"SUUR0000SEFV","Food away from home","2020-08"
"2020","M07","July",177.449,"SUUR0000SEFV","Food away from home","2020-07"
"2020","M06","June",176.602,"SUUR0000SEFV","Food away from home","2020-06"
"2020","M05","May",175.601,"SUUR0000SEFV","Food away from home","2020-05"
"2020","M04","April",174.696,"SUUR0000SEFV","Food away from home","2020-04"
"2020","M03","March",174.075,"SUUR0000SEFV","Food away from home","2020-03"
"2020","M02","February",173.782,"SUUR0000SEFV","Food away from home","2020-02"
"2020","M01","January",173.409,"SUUR0000SEFV","Food away from home","2020-01"
"2019","M12","December",172.735,"SUUR0000SEFV","Food away from home","2019-12"
"2019","M11","November",172.249,"SUUR0000SEFV","Food away from home","2019-11"
"2019","M10","October",171.965,"SUUR0000SEFV","Food away from home","2019-10"
"2019","M09","September",171.643,"SUUR0000SEFV","Food away from home","2019-09"
"2019","M08","August",171.209,"SUUR0000SEFV","Food away from home","2019-08"
"2019","M07","July",170.8,"SUUR0000SEFV","Food away from home","2019-07"
"2019","M06","June",170.475,"SUUR0000SEFV","Food away from home","2019-06"
"2019","M05","May",169.94,"SUUR0000SEFV","Food away from home","2019-05"
"2019","M04","April",169.585,"SUUR0000SEFV","Food away from home","2019-04"
"2019","M03","March",169.027,"SUUR0000SEFV","Food away from home","2019-03"
"2019","M02","February",168.701,"SUUR0000SEFV","Food away from home","2019-02"
"2019","M01","January",168.116,"SUUR0000SEFV","Food away from home","2019-01"
"2021","M10","October",112.905,"SUUR0000SETA01","New vehicles","2021-10"
"2021","M09","September",111.322,"SUUR0000SETA01","New vehicles","2021-09"
"2021","M08","August",110.217,"SUUR0000SETA01","New vehicles","2021-08"
"2021","M07","July",109.216,"SUUR0000SETA01","New vehicles","2021-07"
"2021","M06","June",107.581,"SUUR0000SETA01","New vehicles","2021-06"
"2021","M05","May",105.706,"SUUR0000SETA01","New vehicles","2021-05"
"2021","M04","April",104.137,"SUUR0000SETA01","New vehicles","2021-04"
"2021","M03","March",103.742,"SUUR0000SETA01","New vehicles","2021-03"
"2021","M02","February",103.883,"SUUR0000SETA01","New vehicles","2021-02"
"2021","M01","January",103.79,"SUUR0000SETA01","New vehicles","2021-01"
"2020","M12","December",103.583,"SUUR0000SETA01","New vehicles","2020-12"
"2020","M11","November",102.988,"SUUR0000SETA01","New vehicles","2020-11"
"2020","M10","October",102.869,"SUUR0000SETA01","New vehicles","2020-10"
"2020","M09","September",102.561,"SUUR0000SETA01","New vehicles","2020-09"
"2020","M08","August",102.633,"SUUR0000SETA01","New vehicles","2020-08"
"2020","M07","July",102.859,"SUUR0000SETA01","New vehicles","2020-07"
"2020","M06","June",102.389,"SUUR0000SETA01","New vehicles","2020-06"
"2020","M05","May",102.467,"SUUR0000SETA01","New vehicles","2020-05"
"2020","M04","April",102.385,"SUUR0000SETA01","New vehicles","2020-04"
"2020","M03","March",102.492,"SUUR0000SETA01","New vehicles","2020-03"
"2020","M02","February",102.917,"SUUR0000SETA01","New vehicles","2020-02"
"2020","M01","January",102.579,"SUUR0000SETA01","New vehicles","2020-01"
"2019","M12","December",101.686,"SUUR0000SETA01","New vehicles","2019-12"
"2019","M11","November",101.266,"SUUR0000SETA01","New vehicles","2019-11"
"2019","M10","October",101.187,"SUUR0000SETA01","New vehicles","2019-10"
"2019","M09","September",101.229,"SUUR0000SETA01","New vehicles","2019-09"
"2019","M08","August",101.76,"SUUR0000SETA01","New vehicles","2019-08"
"2019","M07","July",102.214,"SUUR0000SETA01","New vehicles","2019-07"
"2019","M06","June",102.587,"SUUR0000SETA01","New vehicles","2019-06"
"2019","M05","May",102.688,"SUUR0000SETA01","New vehicles","2019-05"
"2019","M04","April",102.803,"SUUR0000SETA01","New vehicles","2019-04"
"2019","M03","March",102.759,"SUUR0000SETA01","New vehicles","2019-03"
"2019","M02","February",102.398,"SUUR0000SETA01","New vehicles","2019-02"
"2019","M01","January",102.271,"SUUR0000SETA01","New vehicles","2019-01"
"2021","M10","October",100.715,"SUUR0000SETG","Public transportation","2021-10"
"2021","M09","September",99.027,"SUUR0000SETG","Public transportation","2021-09"
"2021","M08","August",103.933,"SUUR0000SETG","Public transportation","2021-08"
"2021","M07","July",113.244,"SUUR0000SETG","Public transportation","2021-07"
"2021","M06","June",117.029,"SUUR0000SETG","Public transportation","2021-06"
"2021","M05","May",114.781,"SUUR0000SETG","Public transportation","2021-05"
"2021","M04","April",106.541,"SUUR0000SETG","Public transportation","2021-04"
"2021","M03","March",98.327,"SUUR0000SETG","Public transportation","2021-03"
"2021","M02","February",97.951,"SUUR0000SETG","Public transportation","2021-02"
"2021","M01","January",98.046,"SUUR0000SETG","Public transportation","2021-01"
"2020","M12","December",99.543,"SUUR0000SETG","Public transportation","2020-12"
"2020","M11","November",104.368,"SUUR0000SETG","Public transportation","2020-11"
"2020","M10","October",102.542,"SUUR0000SETG","Public transportation","2020-10"
"2020","M09","September",100.462,"SUUR0000SETG","Public transportation","2020-09"
"2020","M08","August",96.525,"SUUR0000SETG","Public transportation","2020-08"
"2020","M07","July",101.102,"SUUR0000SETG","Public transportation","2020-07"
"2020","M06","June",101.613,"SUUR0000SETG","Public transportation","2020-06"
"2020","M05","May",100.744,"SUUR0000SETG","Public transportation","2020-05"
"2020","M04","April",102.362,"SUUR0000SETG","Public transportation","2020-04"
"2020","M03","March",107.381,"SUUR0000SETG","Public transportation","2020-03"
"2020","M02","February",116.961,"SUUR0000SETG","Public transportation","2020-02"
"2020","M01","January",114.011,"SUUR0000SETG","Public transportation","2020-01"
"2019","M12","December",113.264,"SUUR0000SETG","Public transportation","2019-12"
"2019","M11","November",118.673,"SUUR0000SETG","Public transportation","2019-11"
"2019","M10","October",118.663,"SUUR0000SETG","Public transportation","2019-10"
"2019","M09","September",116.631,"SUUR0000SETG","Public transportation","2019-09"
"2019","M08","August",116.127,"SUUR0000SETG","Public transportation","2019-08"
"2019","M07","July",118.569,"SUUR0000SETG","Public transportation","2019-07"
"2019","M06","June",122.981,"SUUR0000SETG","Public transportation","2019-06"
"2019","M05","May",123.459,"SUUR0000SETG","Public transportation","2019-05"
"2019","M04","April",119.053,"SUUR0000SETG","Public transportation","2019-04"
"2019","M03","March",116.447,"SUUR0000SETG","Public transportation","2019-03"
"2019","M02","February",115.863,"SUUR0000SETG","Public transportation","2019-02"
"2019","M01","January",112.989,"SUUR0000SETG","Public transportation","2019-01"
