"year","period","periodName","value","seriesID","item_name","date"
"2021","M10","October",155.317,"SUUR0000SA0","All items","2021-10"
"2021","M09","September",154.076,"SUUR0000SA0","All items","2021-09"
"2021","M08","August",153.643,"SUUR0000SA0","All items","2021-08"
"2021","M07","July",153.352,"SUUR0000SA0","All items","2021-07"
"2021","M06","June",152.649,"SUUR0000SA0","All items","2021-06"
"2021","M05","May",151.334,"SUUR0000SA0","All items","2021-05"
"2021","M04","April",150.15,"SUUR0000SA0","All items","2021-04"
"2021","M03","March",148.918,"SUUR0000SA0","All items","2021-03"
"2021","M02","February",147.877,"SUUR0000SA0","All items","2021-02"
"2021","M01","January",147.054,"SUUR0000SA0","All items","2021-01"
"2020","M12","December",146.408,"SUUR0000SA0","All items","2020-12"
"2020","M11","November",146.242,"SUUR0000SA0","All items","2020-11"
"2020","M10","October",146.382,"SUUR0000SA0","All items","2020-10"
"2020","M09","September",146.417,"SUUR0000SA0","All items","2020-09"
"2020","M08","August",146.27,"SUUR0000SA0","All items","2020-08"
"2020","M07","July",145.747,"SUUR0000SA0","All items","2020-07"
"2020","M06","June",144.847,"SUUR0000SA0","All items","2020-06"
"2020","M05","May",144.018,"SUUR0000SA0","All items","2020-05"
"2020","M04","April",144.142,"SUUR0000SA0","All items","2020-04"
"2020","M03","March",144.913,"SUUR0000SA0","All items","2020-03"
"2020","M02","February",145.193,"SUUR0000SA0","All items","2020-02"
"2020","M01","January",144.813,"SUUR0000SA0","All items","2020-01"
"2019","M12","December",144.251,"SUUR0000SA0","All items","2019-12"
"2019","M11","November",144.518,"SUUR0000SA0","All items","2019-11"
"2019","M10","October",144.629,"SUUR0000SA0","All items","2019-10"
"2019","M09","September",144.428,"SUUR0000SA0","All items","2019-09"
"2019","M08","August",144.388,"SUUR0000SA0","All items","2019-08"
"2019","M07","July",144.409,"SUUR0000SA0","All items","2019-07"
"2019","M06","June",144.243,"SUUR0000SA0","All items","2019-06"
"2019","M05","May",144.183,"SUUR0000SA0","All items","2019-05"
"2019","M04","April",143.926,"SUUR0000SA0","All items","2019-04"
"2019","M03","March",143.297,"SUUR0000SA0","All items","2019-03"
"2019","M02","February",142.571,"SUUR0000SA0","All items","2019-02"
"2019","M01","January",142.001,"SUUR0000SA0","All items","2019-01"
"2021","M10","October",215.9,"SUUR0000SA0E","Energy","2021-10"
"2021","M09","September",210.092,"SUUR0000SA0E","Energy","2021-09"
"2021","M08","August",208.759,"SUUR0000SA0E","Energy","2021-08"
"2021","M07","July",207.244,"SUUR0000SA0E","Energy","2021-07"
"2021","M06","June",203.853,"SUUR0000SA0E","Energy","2021-06"
"2021","M05","May",199.276,"SUUR0000SA0E","Energy","2021-05"
"2021","M04","April",194.056,"SUUR0000SA0E","Energy","2021-04"
"2021","M03","March",191.336,"SUUR0000SA0E","Energy","2021-03"
"2021","M02","February",180.679,"SUUR0000SA0E","Energy","2021-02"
"2021","M01","January",173.804,"SUUR0000SA0E","Energy","2021-01"
"2020","M12","December",167.531,"SUUR0000SA0E","Energy","2020-12"
"2020","M11","November",164.399,"SUUR0000SA0E","Energy","2020-11"
"2020","M10","October",166.153,"SUUR0000SA0E","Energy","2020-10"
"2020","M09","September",168.186,"SUUR0000SA0E","Energy","2020-09"
"2020","M08","August",167.032,"SUUR0000SA0E","Energy","2020-08"
"2020","M07","July",167.37,"SUUR0000SA0E","Energy","2020-07"
"2020","M06","June",163.974,"SUUR0000SA0E","Energy","2020-06"
"2020","M05","May",155.356,"SUUR0000SA0E","Energy","2020-05"
"2020","M04","April",155.162,"SUUR0000SA0E","Energy","2020-04"
"2020","M03","March",168.099,"SUUR0000SA0E","Energy","2020-03"
"2020","M02","February",175.056,"SUUR0000SA0E","Energy","2020-02"
"2020","M01","January",178.849,"SUUR0000SA0E","Energy","2020-01"
"2019","M12","December",178.73,"SUUR0000SA0E","Energy","2019-12"
"2019","M11","November",179.822,"SUUR0000SA0E","Energy","2019-11"
"2019","M10","October",181.255,"SUUR0000SA0E","Energy","2019-10"
"2019","M09","September",180.713,"SUUR0000SA0E","Energy","2019-09"
"2019","M08","August",182.005,"SUUR0000SA0E","Energy","2019-08"
"2019","M07","July",186.559,"SUUR0000SA0E","Energy","2019-07"
"2019","M06","June",185.508,"SUUR0000SA0E","Energy","2019-06"
"2019","M05","May",188.983,"SUUR0000SA0E","Energy","2019-05"
"2019","M04","April",186.258,"SUUR0000SA0E","Energy","2019-04"
"2019","M03","March",177.77,"SUUR0000SA0E","Energy","2019-03"
"2019","M02","February",170.727,"SUUR0000SA0E","Energy","2019-02"
"2019","M01","January",169.029,"SUUR0000SA0E","Energy","2019-01"
"2021","M10","October",147.878,"SUUR0000SA0L1E","All items less food and energy","2021-10"
"2021","M09","September",146.988,"SUUR0000SA0L1E","All items less food and energy","2021-09"
"2021","M08","August",146.758,"SUUR0000SA0L1E","All items less food and energy","2021-08"
"2021","M07","July",146.576,"SUUR0000SA0L1E","All items less food and energy","2021-07"
"2021","M06","June",146.115,"SUUR0000SA0L1E","All items less food and energy","2021-06"
"2021","M05","May",144.995,"SUUR0000SA0L1E","All items less food and energy","2021-05"
"2021","M04","April",144.001,"SUUR0000SA0L1E","All items less food and energy","2021-04"
"2021","M03","March",142.802,"SUUR0000SA0L1E","All items less food and energy","2021-03"
"2021","M02","February",142.27,"SUUR0000SA0L1E","All items less food and energy","2021-02"
"2021","M01","January",141.76,"SUUR0000SA0L1E","All items less food and energy","2021-01"
"2020","M12","December",141.491,"SUUR0000SA0L1E","All items less food and energy","2020-12"
"2020","M11","November",141.569,"SUUR0000SA0L1E","All items less food and energy","2020-11"
"2020","M10","October",141.532,"SUUR0000SA0L1E","All items less food and energy","2020-10"
"2020","M09","September",141.5,"SUUR0000SA0L1E","All items less food and energy","2020-09"
"2020","M08","August",141.371,"SUUR0000SA0L1E","All items less food and energy","2020-08"
"2020","M07","July",140.743,"SUUR0000SA0L1E","All items less food and energy","2020-07"
"2020","M06","June",139.808,"SUUR0000SA0L1E","All items less food and energy","2020-06"
"2020","M05","May",139.498,"SUUR0000SA0L1E","All items less food and energy","2020-05"
"2020","M04","April",139.837,"SUUR0000SA0L1E","All items less food and energy","2020-04"
"2020","M03","March",140.354,"SUUR0000SA0L1E","All items less food and energy","2020-03"
"2020","M02","February",140.333,"SUUR0000SA0L1E","All items less food and energy","2020-02"
"2020","M01","January",139.699,"SUUR0000SA0L1E","All items less food and energy","2020-01"
"2019","M12","December",139.15,"SUUR0000SA0L1E","All items less food and energy","2019-12"
"2019","M11","November",139.422,"SUUR0000SA0L1E","All items less food and energy","2019-11"
"2019","M10","October",139.45,"SUUR0000SA0L1E","All items less food and energy","2019-10"
"2019","M09","September",139.301,"SUUR0000SA0L1E","All items less food and energy","2019-09"
"2019","M08","August",139.227,"SUUR0000SA0L1E","All items less food and energy","2019-08"
"2019","M07","July",138.978,"SUUR0000SA0L1E","All items less food and energy","2019-07"
"2019","M06","June",138.849,"SUUR0000SA0L1E","All items less food and energy","2019-06"
"2019","M05","May",138.55,"SUUR0000SA0L1E","All items less food and energy","2019-05"
"2019","M04","April",138.433,"SUUR0000SA0L1E","All items less food and energy","2019-04"
"2019","M03","March",138.214,"SUUR0000SA0L1E","All items less food and energy","2019-03"
"2019","M02","February",137.891,"SUUR0000SA0L1E","All items less food and energy","2019-02"
"2019","M01","January",137.391,"SUUR0000SA0L1E","All items less food and energy","2019-01"
"2021","M10","October",92.342,"SUUR0000SAA","Apparel","2021-10"
"2021","M09","September",91.622,"SUUR0000SAA","Apparel","2021-09"
"2021","M08","August",89.929,"SUUR0000SAA","Apparel","2021-08"
"2021","M07","July",88.328,"SUUR0000SAA","Apparel","2021-07"
"2021","M06","June",89.307,"SUUR0000SAA","Apparel","2021-06"
"2021","M05","May",89.784,"SUUR0000SAA","Apparel","2021-05"
"2021","M04","April",89.601,"SUUR0000SAA","Apparel","2021-04"
"2021","M03","March",89.678,"SUUR0000SAA","Apparel","2021-03"
"2021","M02","February",89.172,"SUUR0000SAA","Apparel","2021-02"
"2021","M01","January",87.374,"SUUR0000SAA","Apparel","2021-01"
"2020","M12","December",85.004,"SUUR0000SAA","Apparel","2020-12"
"2020","M11","November",86.457,"SUUR0000SAA","Apparel","2020-11"
"2020","M10","October",88.387,"SUUR0000SAA","Apparel","2020-10"
"2020","M09","September",88.636,"SUUR0000SAA","Apparel","2020-09"
"2020","M08","August",86.739,"SUUR0000SAA","Apparel","2020-08"
"2020","M07","July",85.043,"SUUR0000SAA","Apparel","2020-07"
"2020","M06","June",85.365,"SUUR0000SAA","Apparel","2020-06"
"2020","M05","May",85.569,"SUUR0000SAA","Apparel","2020-05"
"2020","M04","April",88.662,"SUUR0000SAA","Apparel","2020-04"
"2020","M03","March",93.199,"SUUR0000SAA","Apparel","2020-03"
"2020","M02","February",93.733,"SUUR0000SAA","Apparel","2020-02"
"2020","M01","January",90.816,"SUUR0000SAA","Apparel","2020-01"
"2019","M12","December",89.439,"SUUR0000SAA","Apparel","2019-12"
"2019","M11","November",92.594,"SUUR0000SAA","Apparel","2019-11"
"2019","M10","October",94.705,"SUUR0000SAA","Apparel","2019-10"
"2019","M09","September",95.297,"SUUR0000SAA","Apparel","2019-09"
"2019","M08","August",92.793,"SUUR0000SAA","Apparel","2019-08"
"2019","M07","July",91.35,"SUUR0000SAA","Apparel","2019-07"
"2019","M06","June",93.055,"SUUR0000SAA","Apparel","2019-06"
"2019","M05","May",93.882,"SUUR0000SAA","Apparel","2019-05"
"2019","M04","April",94.499,"SUUR0000SAA","Apparel","2019-04"
"2019","M03","March",94.808,"SUUR0000SAA","Apparel","2019-03"
"2019","M02","February",94.943,"SUUR0000SAA","Apparel","2019-02"
"2019","M01","January",92.202,"SUUR0000SAA","Apparel","2019-01"
"2021","M10","October",130.235,"SUUR0000SAC","Commodities","2021-10"
"2021","M09","September",128.51,"SUUR0000SAC","Commodities","2021-09"
"2021","M08","August",127.942,"SUUR0000SAC","Commodities","2021-08"
"2021","M07","July",127.395,"SUUR0000SAC","Commodities","2021-07"
"2021","M06","June",126.543,"SUUR0000SAC","Commodities","2021-06"
"2021","M05","May",124.765,"SUUR0000SAC","Commodities","2021-05"
"2021","M04","April",123.17,"SUUR0000SAC","Commodities","2021-04"
"2021","M03","March",121.593,"SUUR0000SAC","Commodities","2021-03"
"2021","M02","February",120.061,"SUUR0000SAC","Commodities","2021-02"
"2021","M01","January",119.014,"SUUR0000SAC","Commodities","2021-01"
"2020","M12","December",117.869,"SUUR0000SAC","Commodities","2020-12"
"2020","M11","November",117.736,"SUUR0000SAC","Commodities","2020-11"
"2020","M10","October",118.496,"SUUR0000SAC","Commodities","2020-10"
"2020","M09","September",118.55,"SUUR0000SAC","Commodities","2020-09"
"2020","M08","August",118.311,"SUUR0000SAC","Commodities","2020-08"
"2020","M07","July",117.439,"SUUR0000SAC","Commodities","2020-07"
"2020","M06","June",116.623,"SUUR0000SAC","Commodities","2020-06"
"2020","M05","May",115.686,"SUUR0000SAC","Commodities","2020-05"
"2020","M04","April",115.565,"SUUR0000SAC","Commodities","2020-04"
"2020","M03","March",116.604,"SUUR0000SAC","Commodities","2020-03"
"2020","M02","February",117.21,"SUUR0000SAC","Commodities","2020-02"
"2020","M01","January",117.046,"SUUR0000SAC","Commodities","2020-01"
"2019","M12","December",116.612,"SUUR0000SAC","Commodities","2019-12"
"2019","M11","November",117.262,"SUUR0000SAC","Commodities","2019-11"
"2019","M10","October",117.78,"SUUR0000SAC","Commodities","2019-10"
"2019","M09","September",117.583,"SUUR0000SAC","Commodities","2019-09"
"2019","M08","August",117.861,"SUUR0000SAC","Commodities","2019-08"
"2019","M07","July",118.201,"SUUR0000SAC","Commodities","2019-07"
"2019","M06","June",118.136,"SUUR0000SAC","Commodities","2019-06"
"2019","M05","May",118.702,"SUUR0000SAC","Commodities","2019-05"
"2019","M04","April",118.585,"SUUR0000SAC","Commodities","2019-04"
"2019","M03","March",117.693,"SUUR0000SAC","Commodities","2019-03"
"2019","M02","February",116.585,"SUUR0000SAC","Commodities","2019-02"
"2019","M01","January",115.852,"SUUR0000SAC","Commodities","2019-01"
"2021","M10","October",83.021,"SUUR0000SAD","Durables","2021-10"
"2021","M09","September",81.717,"SUUR0000SAD","Durables","2021-09"
"2021","M08","August",82.001,"SUUR0000SAD","Durables","2021-08"
"2021","M07","July",81.728,"SUUR0000SAD","Durables","2021-07"
"2021","M06","June",81.119,"SUUR0000SAD","Durables","2021-06"
"2021","M05","May",78.393,"SUUR0000SAD","Durables","2021-05"
"2021","M04","April",76.418,"SUUR0000SAD","Durables","2021-04"
"2021","M03","March",74.193,"SUUR0000SAD","Durables","2021-03"
"2021","M02","February",73.736,"SUUR0000SAD","Durables","2021-02"
"2021","M01","January",73.506,"SUUR0000SAD","Durables","2021-01"
"2020","M12","December",73.617,"SUUR0000SAD","Durables","2020-12"
"2020","M11","November",73.66,"SUUR0000SAD","Durables","2020-11"
"2020","M10","October",73.977,"SUUR0000SAD","Durables","2020-10"
"2020","M09","September",73.878,"SUUR0000SAD","Durables","2020-09"
"2020","M08","August",73.676,"SUUR0000SAD","Durables","2020-08"
"2020","M07","July",72.599,"SUUR0000SAD","Durables","2020-07"
"2020","M06","June",71.656,"SUUR0000SAD","Durables","2020-06"
"2020","M05","May",71.709,"SUUR0000SAD","Durables","2020-05"
"2020","M04","April",71.709,"SUUR0000SAD","Durables","2020-04"
"2020","M03","March",71.917,"SUUR0000SAD","Durables","2020-03"
"2020","M02","February",71.937,"SUUR0000SAD","Durables","2020-02"
"2020","M01","January",71.657,"SUUR0000SAD","Durables","2020-01"
"2019","M12","December",71.532,"SUUR0000SAD","Durables","2019-12"
"2019","M11","November",71.81,"SUUR0000SAD","Durables","2019-11"
"2019","M10","October",72.1,"SUUR0000SAD","Durables","2019-10"
"2019","M09","September",72.239,"SUUR0000SAD","Durables","2019-09"
"2019","M08","August",73.216,"SUUR0000SAD","Durables","2019-08"
"2019","M07","July",73.293,"SUUR0000SAD","Durables","2019-07"
"2019","M06","June",73.18,"SUUR0000SAD","Durables","2019-06"
"2019","M05","May",72.953,"SUUR0000SAD","Durables","2019-05"
"2019","M04","April",73.236,"SUUR0000SAD","Durables","2019-04"
"2019","M03","March",73.45,"SUUR0000SAD","Durables","2019-03"
"2019","M02","February",73.374,"SUUR0000SAD","Durables","2019-02"
"2019","M01","January",73.309,"SUUR0000SAD","Durables","2019-01"
"2021","M10","October",115.721,"SUUR0000SAE","Education and communication","2021-10"
"2021","M09","September",115.622,"SUUR0000SAE","Education and communication","2021-09"
"2021","M08","August",114.989,"SUUR0000SAE","Education and communication","2021-08"
"2021","M07","July",114.518,"SUUR0000SAE","Education and communication","2021-07"
"2021","M06","June",114.349,"SUUR0000SAE","Education and communication","2021-06"
"2021","M05","May",114.223,"SUUR0000SAE","Education and communication","2021-05"
"2021","M04","April",114.031,"SUUR0000SAE","Education and communication","2021-04"
"2021","M03","March",113.667,"SUUR0000SAE","Education and communication","2021-03"
"2021","M02","February",114.012,"SUUR0000SAE","Education and communication","2021-02"
"2021","M01","January",113.936,"SUUR0000SAE","Education and communication","2021-01"
"2020","M12","December",113.946,"SUUR0000SAE","Education and communication","2020-12"
"2020","M11","November",114.135,"SUUR0000SAE","Education and communication","2020-11"
"2020","M10","October",114.521,"SUUR0000SAE","Education and communication","2020-10"
"2020","M09","September",114.738,"SUUR0000SAE","Education and communication","2020-09"
"2020","M08","August",114.871,"SUUR0000SAE","Education and communication","2020-08"
"2020","M07","July",114.504,"SUUR0000SAE","Education and communication","2020-07"
"2020","M06","June",113.385,"SUUR0000SAE","Education and communication","2020-06"
"2020","M05","May",113.666,"SUUR0000SAE","Education and communication","2020-05"
"2020","M04","April",113.622,"SUUR0000SAE","Education and communication","2020-04"
"2020","M03","March",113.55,"SUUR0000SAE","Education and communication","2020-03"
"2020","M02","February",113.837,"SUUR0000SAE","Education and communication","2020-02"
"2020","M01","January",113.86,"SUUR0000SAE","Education and communication","2020-01"
"2019","M12","December",113.752,"SUUR0000SAE","Education and communication","2019-12"
"2019","M11","November",114.03,"SUUR0000SAE","Education and communication","2019-11"
"2019","M10","October",113.898,"SUUR0000SAE","Education and communication","2019-10"
"2019","M09","September",114.215,"SUUR0000SAE","Education and communication","2019-09"
"2019","M08","August",114.131,"SUUR0000SAE","Education and communication","2019-08"
"2019","M07","July",113.672,"SUUR0000SAE","Education and communication","2019-07"
"2019","M06","June",113.656,"SUUR0000SAE","Education and communication","2019-06"
"2019","M05","May",113.565,"SUUR0000SAE","Education and communication","2019-05"
"2019","M04","April",113.618,"SUUR0000SAE","Education and communication","2019-04"
"2019","M03","March",113.673,"SUUR0000SAE","Education and communication","2019-03"
"2019","M02","February",114.05,"SUUR0000SAE","Education and communication","2019-02"
"2019","M01","January",114.071,"SUUR0000SAE","Education and communication","2019-01"
"2021","M10","October",258.99,"SUUR0000SAE1","Education","2021-10"
"2021","M09","September",258.54,"SUUR0000SAE1","Education","2021-09"
"2021","M08","August",256.519,"SUUR0000SAE1","Education","2021-08"
"2021","M07","July",255.146,"SUUR0000SAE1","Education","2021-07"
"2021","M06","June",254.545,"SUUR0000SAE1","Education","2021-06"
"2021","M05","May",253.968,"SUUR0000SAE1","Education","2021-05"
"2021","M04","April",253.313,"SUUR0000SAE1","Education","2021-04"
"2021","M03","March",253.056,"SUUR0000SAE1","Education","2021-03"
"2021","M02","February",254.083,"SUUR0000SAE1","Education","2021-02"
"2021","M01","January",253.799,"SUUR0000SAE1","Education","2021-01"
"2020","M12","December",253.992,"SUUR0000SAE1","Education","2020-12"
"2020","M11","November",253.899,"SUUR0000SAE1","Education","2020-11"
"2020","M10","October",253.906,"SUUR0000SAE1","Education","2020-10"
"2020","M09","September",253.794,"SUUR0000SAE1","Education","2020-09"
"2020","M08","August",253.215,"SUUR0000SAE1","Education","2020-08"
"2020","M07","July",252.062,"SUUR0000SAE1","Education","2020-07"
"2020","M06","June",251.622,"SUUR0000SAE1","Education","2020-06"
"2020","M05","May",251.191,"SUUR0000SAE1","Education","2020-05"
"2020","M04","April",250.903,"SUUR0000SAE1","Education","2020-04"
"2020","M03","March",250.704,"SUUR0000SAE1","Education","2020-03"
"2020","M02","February",250.704,"SUUR0000SAE1","Education","2020-02"
"2020","M01","January",250.362,"SUUR0000SAE1","Education","2020-01"
"2019","M12","December",250.234,"SUUR0000SAE1","Education","2019-12"
"2019","M11","November",250.356,"SUUR0000SAE1","Education","2019-11"
"2019","M10","October",250.336,"SUUR0000SAE1","Education","2019-10"
"2019","M09","September",249.843,"SUUR0000SAE1","Education","2019-09"
"2019","M08","August",248.516,"SUUR0000SAE1","Education","2019-08"
"2019","M07","July",246.326,"SUUR0000SAE1","Education","2019-07"
"2019","M06","June",245.995,"SUUR0000SAE1","Education","2019-06"
"2019","M05","May",245.702,"SUUR0000SAE1","Education","2019-05"
"2019","M04","April",245.075,"SUUR0000SAE1","Education","2019-04"
"2019","M03","March",245.009,"SUUR0000SAE1","Education","2019-03"
"2019","M02","February",244.764,"SUUR0000SAE1","Education","2019-02"
"2019","M01","January",244.277,"SUUR0000SAE1","Education","2019-01"
"2021","M10","October",58.427,"SUUR0000SAE2","Communication","2021-10"
"2021","M09","September",58.417,"SUUR0000SAE2","Communication","2021-09"
"2021","M08","August",58.203,"SUUR0000SAE2","Communication","2021-08"
"2021","M07","July",58.022,"SUUR0000SAE2","Communication","2021-07"
"2021","M06","June",57.976,"SUUR0000SAE2","Communication","2021-06"
"2021","M05","May",57.964,"SUUR0000SAE2","Communication","2021-05"
"2021","M04","April",57.907,"SUUR0000SAE2","Communication","2021-04"
"2021","M03","March",57.625,"SUUR0000SAE2","Communication","2021-03"
"2021","M02","February",57.755,"SUUR0000SAE2","Communication","2021-02"
"2021","M01","January",57.736,"SUUR0000SAE2","Communication","2021-01"
"2020","M12","December",57.711,"SUUR0000SAE2","Communication","2020-12"
"2020","M11","November",57.859,"SUUR0000SAE2","Communication","2020-11"
"2020","M10","October",58.139,"SUUR0000SAE2","Communication","2020-10"
"2020","M09","September",58.343,"SUUR0000SAE2","Communication","2020-09"
"2020","M08","August",58.618,"SUUR0000SAE2","Communication","2020-08"
"2020","M07","July",58.484,"SUUR0000SAE2","Communication","2020-07"
"2020","M06","June",57.669,"SUUR0000SAE2","Communication","2020-06"
"2020","M05","May",57.913,"SUUR0000SAE2","Communication","2020-05"
"2020","M04","April",57.906,"SUUR0000SAE2","Communication","2020-04"
"2020","M03","March",57.873,"SUUR0000SAE2","Communication","2020-03"
"2020","M02","February",58.082,"SUUR0000SAE2","Communication","2020-02"
"2020","M01","January",58.158,"SUUR0000SAE2","Communication","2020-01"
"2019","M12","December",58.073,"SUUR0000SAE2","Communication","2019-12"
"2019","M11","November",58.298,"SUUR0000SAE2","Communication","2019-11"
"2019","M10","October",58.2,"SUUR0000SAE2","Communication","2019-10"
"2019","M09","September",58.544,"SUUR0000SAE2","Communication","2019-09"
"2019","M08","August",58.854,"SUUR0000SAE2","Communication","2019-08"
"2019","M07","July",58.913,"SUUR0000SAE2","Communication","2019-07"
"2019","M06","June",58.943,"SUUR0000SAE2","Communication","2019-06"
"2019","M05","May",58.909,"SUUR0000SAE2","Communication","2019-05"
"2019","M04","April",59.028,"SUUR0000SAE2","Communication","2019-04"
"2019","M03","March",59.077,"SUUR0000SAE2","Communication","2019-03"
"2019","M02","February",59.399,"SUUR0000SAE2","Communication","2019-02"
"2019","M01","January",59.509,"SUUR0000SAE2","Communication","2019-01"
"2021","M10","October",161.644,"SUUR0000SAF","Food and beverages","2021-10"
"2021","M09","September",160.228,"SUUR0000SAF","Food and beverages","2021-09"
"2021","M08","August",158.991,"SUUR0000SAF","Food and beverages","2021-08"
"2021","M07","July",158.522,"SUUR0000SAF","Food and beverages","2021-07"
"2021","M06","June",157.504,"SUUR0000SAF","Food and beverages","2021-06"
"2021","M05","May",156.43,"SUUR0000SAF","Food and beverages","2021-05"
"2021","M04","April",155.826,"SUUR0000SAF","Food and beverages","2021-04"
"2021","M03","March",155.134,"SUUR0000SAF","Food and beverages","2021-03"
"2021","M02","February",154.964,"SUUR0000SAF","Food and beverages","2021-02"
"2021","M01","January",154.822,"SUUR0000SAF","Food and beverages","2021-01"
"2020","M12","December",154.343,"SUUR0000SAF","Food and beverages","2020-12"
"2020","M11","November",153.831,"SUUR0000SAF","Food and beverages","2020-11"
"2020","M10","October",154.407,"SUUR0000SAF","Food and beverages","2020-10"
"2020","M09","September",154.026,"SUUR0000SAF","Food and beverages","2020-09"
"2020","M08","August",154.197,"SUUR0000SAF","Food and beverages","2020-08"
"2020","M07","July",154.107,"SUUR0000SAF","Food and beverages","2020-07"
"2020","M06","June",154.785,"SUUR0000SAF","Food and beverages","2020-06"
"2020","M05","May",153.974,"SUUR0000SAF","Food and beverages","2020-05"
"2020","M04","April",152.709,"SUUR0000SAF","Food and beverages","2020-04"
"2020","M03","March",149.773,"SUUR0000SAF","Food and beverages","2020-03"
"2020","M02","February",149.284,"SUUR0000SAF","Food and beverages","2020-02"
"2020","M01","January",148.829,"SUUR0000SAF","Food and beverages","2020-01"
"2019","M12","December",148.078,"SUUR0000SAF","Food and beverages","2019-12"
"2019","M11","November",147.972,"SUUR0000SAF","Food and beverages","2019-11"
"2019","M10","October",148.092,"SUUR0000SAF","Food and beverages","2019-10"
"2019","M09","September",147.772,"SUUR0000SAF","Food and beverages","2019-09"
"2019","M08","August",147.471,"SUUR0000SAF","Food and beverages","2019-08"
"2019","M07","July",147.391,"SUUR0000SAF","Food and beverages","2019-07"
"2019","M06","June",147.328,"SUUR0000SAF","Food and beverages","2019-06"
"2019","M05","May",147.407,"SUUR0000SAF","Food and beverages","2019-05"
"2019","M04","April",147.227,"SUUR0000SAF","Food and beverages","2019-04"
"2019","M03","March",147.237,"SUUR0000SAF","Food and beverages","2019-03"
"2019","M02","February",146.976,"SUUR0000SAF","Food and beverages","2019-02"
"2019","M01","January",146.555,"SUUR0000SAF","Food and beverages","2019-01"
"2021","M10","October",162.575,"SUUR0000SAF1","Food","2021-10"
"2021","M09","September",161.035,"SUUR0000SAF1","Food","2021-09"
"2021","M08","August",159.729,"SUUR0000SAF1","Food","2021-08"
"2021","M07","July",159.271,"SUUR0000SAF1","Food","2021-07"
"2021","M06","June",158.187,"SUUR0000SAF1","Food","2021-06"
"2021","M05","May",157.081,"SUUR0000SAF1","Food","2021-05"
"2021","M04","April",156.451,"SUUR0000SAF1","Food","2021-04"
"2021","M03","March",155.731,"SUUR0000SAF1","Food","2021-03"
"2021","M02","February",155.574,"SUUR0000SAF1","Food","2021-02"
"2021","M01","January",155.432,"SUUR0000SAF1","Food","2021-01"
"2020","M12","December",154.931,"SUUR0000SAF1","Food","2020-12"
"2020","M11","November",154.367,"SUUR0000SAF1","Food","2020-11"
"2020","M10","October",155.02,"SUUR0000SAF1","Food","2020-10"
"2020","M09","September",154.663,"SUUR0000SAF1","Food","2020-09"
"2020","M08","August",154.859,"SUUR0000SAF1","Food","2020-08"
"2020","M07","July",154.767,"SUUR0000SAF1","Food","2020-07"
"2020","M06","June",155.473,"SUUR0000SAF1","Food","2020-06"
"2020","M05","May",154.574,"SUUR0000SAF1","Food","2020-05"
"2020","M04","April",153.254,"SUUR0000SAF1","Food","2020-04"
"2020","M03","March",150.214,"SUUR0000SAF1","Food","2020-03"
"2020","M02","February",149.726,"SUUR0000SAF1","Food","2020-02"
"2020","M01","January",149.285,"SUUR0000SAF1","Food","2020-01"
"2019","M12","December",148.531,"SUUR0000SAF1","Food","2019-12"
"2019","M11","November",148.405,"SUUR0000SAF1","Food","2019-11"
"2019","M10","October",148.498,"SUUR0000SAF1","Food","2019-10"
"2019","M09","September",148.134,"SUUR0000SAF1","Food","2019-09"
"2019","M08","August",147.802,"SUUR0000SAF1","Food","2019-08"
"2019","M07","July",147.724,"SUUR0000SAF1","Food","2019-07"
"2019","M06","June",147.697,"SUUR0000SAF1","Food","2019-06"
"2019","M05","May",147.805,"SUUR0000SAF1","Food","2019-05"
"2019","M04","April",147.617,"SUUR0000SAF1","Food","2019-04"
"2019","M03","March",147.624,"SUUR0000SAF1","Food","2019-03"
"2019","M02","February",147.324,"SUUR0000SAF1","Food","2019-02"
"2019","M01","January",146.906,"SUUR0000SAF1","Food","2019-01"
"2021","M10","October",145.178,"SUUR0000SAF11","Food at home","2021-10"
"2021","M09","September",143.649,"SUUR0000SAF11","Food at home","2021-09"
"2021","M08","August",142.111,"SUUR0000SAF11","Food at home","2021-08"
"2021","M07","July",141.695,"SUUR0000SAF11","Food at home","2021-07"
"2021","M06","June",140.842,"SUUR0000SAF11","Food at home","2021-06"
"2021","M05","May",139.863,"SUUR0000SAF11","Food at home","2021-05"
"2021","M04","April",139.481,"SUUR0000SAF11","Food at home","2021-04"
"2021","M03","March",138.654,"SUUR0000SAF11","Food at home","2021-03"
"2021","M02","February",138.366,"SUUR0000SAF11","Food at home","2021-02"
"2021","M01","January",138.029,"SUUR0000SAF11","Food at home","2021-01"
"2020","M12","December",137.562,"SUUR0000SAF11","Food at home","2020-12"
"2020","M11","November",137.099,"SUUR0000SAF11","Food at home","2020-11"
"2020","M10","October",138.122,"SUUR0000SAF11","Food at home","2020-10"
"2020","M09","September",137.82,"SUUR0000SAF11","Food at home","2020-09"
"2020","M08","August",138.491,"SUUR0000SAF11","Food at home","2020-08"
"2020","M07","July",138.602,"SUUR0000SAF11","Food at home","2020-07"
"2020","M06","June",139.832,"SUUR0000SAF11","Food at home","2020-06"
"2020","M05","May",139.023,"SUUR0000SAF11","Food at home","2020-05"
"2020","M04","April",137.685,"SUUR0000SAF11","Food at home","2020-04"
"2020","M03","March",134.154,"SUUR0000SAF11","Food at home","2020-03"
